co_grupo;co_sub_grupo;no_grupo;no_sub_grupo;co_forma_organizacao;no_forma_organizacao;co_procedimento;no_procedimento;tp_complexidade;tp_sexo;qtde_max_execucao;qtde_dias_permanencia;qtde_pontos;vl_idade_minima;vl_idade_maxima;vl_sh;vl_sa;vl_sp;co_financiamento;co_rubrica;qtde_tempo_permanencia;dt_competencia
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;01;Educação em saúde;0101010290;ATIVIDADES EDUCATIVAS DA POPULAÇÃO SOBRE A TEMÁTICA DA FILARIOSE LINFÁTICO.;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;07;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020031;AÇÃO COLETIVA DE ESCOVAÇÃO DENTAL SUPERVISIONADA;1;I;9999;9999;0000;0036;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020040;AÇÃO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLÓGICA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020023;AÇÃO COLETIVA DE BOCHECHO FLUORADO;1;I;9999;9999;0000;0084;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020074;APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO);1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020082;EVIDENCIAÇÃO DE PLACA BACTERIANA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020058;APLICAÇÃO DE CARIOSTÁTICO (POR DENTE);1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020066;APLICAÇÃO DE SELANTE (POR DENTE);1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020112;AÇÃO COLETIVA DE PREVENÇÃO DE CÂNCER BUCAL;1;I;9999;9999;0000;0120;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020120;ORIENTAÇÃO DE HIGIENIZAÇÃO DE PRÓTESES DENTÁRIAS;1;I;9999;9999;0000;0120;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020090;SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020104;ORIENTAÇÃO DE HIGIENE BUCAL;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;02;Saúde bucal;0101020015;AÇÃO COLETIVA DE APLICAÇÃO TÓPICA DE FLÚOR GEL;1;I;9999;9999;0000;0048;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;03;Visita domiciliar;0101030029;VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NÍVEL SUPERIOR;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;03;Visita domiciliar;0101030010;VISITA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040032;COLETA EXTERNA DE LEITE MATERNO (POR DOADORA);2;I;9999;9999;0000;0144;0599;000000000000;000000000300;000000000000;06;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040024;AVALIAÇÃO ANTROPOMÉTRICA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040083;MEDIÇÃO DE PESO;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040040;PASTEURIZAÇÃO DO LEITE HUMANO (CADA 5 LITROS);2;N;9999;9999;0000;9999;9999;000000000000;000000001106;000000000000;06;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040059;ADMINISTRAÇÃO DE VITAMINA A;1;I;9999;9999;0000;0006;0599;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040075;MEDIÇÃO DE ALTURA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040121;AVALIAÇÃO DO RISCO DE INSEGURANÇA ALIMENTAR;1;I;9999;9999;0000;0216;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040091;DISPENSAÇÃO DE SUPLEMENTO DE MICRONUTRIENTES EM PÓ - NUTRISUS;1;I;9999;9999;0000;0006;0035;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040105;DISPENSAÇÃO DE SUPLEMENTO DE ÁCIDO FÓLICO;1;I;9999;9999;0000;0108;0731;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;04;Alimentação e nutrição;0101040113;DISPENSAÇÃO DE SUPLEMENTO DE FERRO;1;I;9999;9999;0000;0005;0731;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050070;SESSÃO DE MEDITAÇÃO;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050089;SESSÃO DE MUSICOTERAPIA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050097;SESSÃO DE ANTROPOSOFIA APLICADA À SAÚDE;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050062;SESSÃO DE ARTETERAPIA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050119;SESSÃO DE BIOENERGÉTICA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050127;SESSÃO DE CONSTELAÇÃO FAMILIAR;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050135;SESSÃO DE DANÇA CIRCULAR;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050100;SESSÃO DE BIODANÇA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050011;PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050020;TERAPIA COMUNITÁRIA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050046;YOGA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050143;SESSÃO DE TERMALISMO;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050054;OFICINA DE MASSAGEM/ AUTO-MASSAGEM;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050151;OFICINA COLETIVA DE SHANTALA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050160;ATIVIDADE COLETIVA DE AYURVEDA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;01;Ações de promoção e prevenção em saúde;Ações coletivas/individuais em saúde;05;Praticas integrativas/complementares;0101050178;ATIVIDADE COLETIVA DE ANTROPOSOFIA APLICADA À SAÚDE;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010056;ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010064;ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010072;CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010145;INSPEÇÃO SANITÁRIA DE HOSPITAIS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010153;INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS TÉCNICAS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010161;EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA COM ATIVIDADES ENCERRADAS.;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010170;INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010188;LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010196;APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010200;INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS POR ALIMENTOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010218;INVESTIGAÇÃO DE SURTOS DE INFECÇÃO EM SERVIÇOS DE SAÚDE;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010226;ATIVIDADE EDUCATIVA PARA A POPULAÇÃO;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010234;RECEBIMENTO DE DENÚNCIAS/RECLAMAÇÕES;0;I;9999;9999;0000;0005;1571;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010242;ATENDIMENTO À DENÚNCIAS/RECLAMAÇÕES;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010250;CADASTRO DE HOSPITAIS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010269;LICENCIAMENTO SANITÁRIO DE HOSPITAIS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010277;CADASTRO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010285;INSPEÇÃO SANITÁRIA DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010293;LICENCIAMENTO SANITÁRIO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010307;CADASTRO DE INDÚSTRIAS DE MEDICAMENTOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010315;INSPEÇÃO SANITÁRIA DE INDÚSTRIA DE MEDICAMENTOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010323;LICENCIAMENTO SANITÁRIO DE INDÚSTRIAS DE MEDICAMENTOS;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010331;CADASTRO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010340;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA.;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010358;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010366;CADASTRO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010374;INSPEÇÃO SANITÁRIA DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010382;LICENCIAMENTO SANITÁRIO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010390;CADASTRO DE SERVIÇOS DE HEMOTERAPIA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010404;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE HEMOTERAPIA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010412;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE HEMOTERAPIA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010420;CADASTRO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010439;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
01;02;Ações de promoção e prevenção em saúde;Vigilância em saúde;01;Vigilancia sanitária;0102010447;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA;0;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;07;"";9999;202510
