"co_procedimento";"co_registro_principal";"co_procedimento_compativel";"co_registro_compativel";"tp_compatibilidade";"qt_permitida";"dt_competencia"
"0304030163";"06";"0304020060";"06";"3";"0000";"201809"
"0304030163";"06";"0304020079";"06";"3";"0000";"201809"
"0304030163";"06";"0304020087";"06";"3";"0000";"201809"
"0304030163";"06";"0304020095";"06";"3";"0000";"201809"
"0304030163";"06";"0304020109";"06";"3";"0000";"201809"
"0304030163";"06";"0304020117";"06";"3";"0000";"201809"
"0304030163";"06";"0304020125";"06";"3";"0000";"201809"
"0304030163";"06";"0304020133";"06";"3";"0000";"201809"
"0304030163";"06";"0304020141";"06";"3";"0000";"201809"
"0304030163";"06";"0304020150";"06";"3";"0000";"201809"
"0304030163";"06";"0304020168";"06";"3";"0000";"201809"
"0304030163";"06";"0304020176";"06";"3";"0000";"201809"
"0304030163";"06";"0304020184";"06";"3";"0000";"201809"
"0304030163";"06";"0304020192";"06";"3";"0000";"201809"
"0304030163";"06";"0304020206";"06";"3";"0000";"201809"
"0304030163";"06";"0304020214";"06";"3";"0000";"201809"
"0304030163";"06";"0304020222";"06";"3";"0000";"201809"
"0304030163";"06";"0304020230";"06";"3";"0000";"201809"
"0304030163";"06";"0304020249";"06";"3";"0000";"201809"
"0304030163";"06";"0304020257";"06";"3";"0000";"201809"
"0304030163";"06";"0304020265";"06";"3";"0000";"201809"
"0304030163";"06";"0304020273";"06";"3";"0000";"201809"
"0304030163";"06";"0304020281";"06";"3";"0000";"201809"
"0304030163";"06";"0304020290";"06";"3";"0000";"201809"
"0304030163";"06";"0304020303";"06";"3";"0000";"201809"
"0304030163";"06";"0304020311";"06";"3";"0000";"201809"
"0304030163";"06";"0304020320";"06";"3";"0000";"201809"
"0304030163";"06";"0304020338";"06";"3";"0000";"201809"
"0304030163";"06";"0304020346";"06";"3";"0000";"201809"
"0304030163";"06";"0304020362";"06";"3";"0000";"201809"
"0304030163";"06";"0304020370";"06";"3";"0000";"201809"
"0304030163";"06";"0304020389";"06";"3";"0000";"201809"
"0304030163";"06";"0304020397";"06";"3";"0000";"201809"
"0304030163";"06";"0304020400";"06";"3";"0000";"201809"
"0304030163";"06";"0304020419";"06";"3";"0000";"201809"
"0304030163";"06";"0304020427";"06";"3";"0000";"201809"
"0304030163";"06";"0304040010";"06";"3";"0000";"201809"
"0304030163";"06";"0304040029";"06";"3";"0000";"201809"
"0304030163";"06";"0304040045";"06";"3";"0000";"201809"
"0304030163";"06";"0304040053";"06";"3";"0000";"201809"
"0304030163";"06";"0304040061";"06";"3";"0000";"201809"
"0304030163";"06";"0304040070";"06";"3";"0000";"201809"
"0304030163";"06";"0304040088";"06";"3";"0000";"201809"
"0304030163";"06";"0304040096";"06";"3";"0000";"201809"
"0304030163";"06";"0304040100";"06";"3";"0000";"201809"
"0304030163";"06";"0304040118";"06";"3";"0000";"201809"
"0304030163";"06";"0304040126";"06";"3";"0000";"201809"
"0304030163";"06";"0304040134";"06";"3";"0000";"201809"
"0304030163";"06";"0304040142";"06";"3";"0000";"201809"
"0304030163";"06";"0304040150";"06";"3";"0000";"201809"
"0304030163";"06";"0304040169";"06";"3";"0000";"201809"
"0304030163";"06";"0304040177";"06";"3";"0000";"201809"
"0304030163";"06";"0304040185";"06";"3";"0000";"201809"
"0304030163";"06";"0304050024";"06";"3";"0000";"201809"
"0304030163";"06";"0304050032";"06";"3";"0000";"201809"
"0304030163";"06";"0304050040";"06";"3";"0000";"201809"
"0304030163";"06";"0304050067";"06";"3";"0000";"201809"
"0304030163";"06";"0304050075";"06";"3";"0000";"201809"
"0304030163";"06";"0304050113";"06";"3";"0000";"201809"
"0304030163";"06";"0304050121";"06";"3";"0000";"201809"
"0304030163";"06";"0304050130";"06";"3";"0000";"201809"
"0304030163";"06";"0304050172";"06";"3";"0000";"201809"
"0304030163";"06";"0304050180";"06";"3";"0000";"201809"
"0304030163";"06";"0304050202";"06";"3";"0000";"201809"
"0304030163";"06";"0304050210";"06";"3";"0000";"201809"
"0304030163";"06";"0304050229";"06";"3";"0000";"201809"
"0304030163";"06";"0304050253";"06";"3";"0000";"201809"
"0304030163";"06";"0304050261";"06";"3";"0000";"201809"
"0304030163";"06";"0304050270";"06";"3";"0000";"201809"
"0304030163";"06";"0304050288";"06";"3";"0000";"201809"
"0304030163";"06";"0304050296";"06";"3";"0000";"201809"
"0304030163";"06";"0304050300";"06";"3";"0000";"201809"
"0304030163";"06";"0304050318";"06";"3";"0000";"201809"
"0304030163";"06";"0304050326";"06";"3";"0000";"201809"
"0304030163";"06";"0304050334";"06";"3";"0000";"201809"
"0304030163";"06";"0304060151";"06";"3";"0000";"201809"
"0304030163";"06";"0304060160";"06";"3";"0000";"201809"
"0304030163";"06";"0304060178";"06";"3";"0000";"201809"
"0304030163";"06";"0304060186";"06";"3";"0000";"201809"
"0304030163";"06";"0304060208";"06";"3";"0000";"201809"
"0304030163";"06";"0304060216";"06";"3";"0000";"201809"
"0304030163";"06";"0304080055";"07";"1";"0001";"201809"
"0304030171";"06";"0304080055";"07";"1";"0001";"201809"
"0304030180";"06";"0304020010";"06";"3";"0000";"201809"
"0304030180";"06";"0304020028";"06";"3";"0000";"201809"
"0304030180";"06";"0304020036";"06";"3";"0000";"201809"
"0304030180";"06";"0304020044";"06";"3";"0000";"201809"
"0304030180";"06";"0304020052";"06";"3";"0000";"201809"
"0304030180";"06";"0304020060";"06";"3";"0000";"201809"
"0304030180";"06";"0304020079";"06";"3";"0000";"201809"
"0304030180";"06";"0304020087";"06";"3";"0000";"201809"
"0304030180";"06";"0304020095";"06";"3";"0000";"201809"
"0304030180";"06";"0304020109";"06";"3";"0000";"201809"
"0304030180";"06";"0304020117";"06";"3";"0000";"201809"
"0304030180";"06";"0304020125";"06";"3";"0000";"201809"
"0304030180";"06";"0304020133";"06";"3";"0000";"201809"
"0304030180";"06";"0304020141";"06";"3";"0000";"201809"
"0304030180";"06";"0304020150";"06";"3";"0000";"201809"
"0304030180";"06";"0304020168";"06";"3";"0000";"201809"
"0304030180";"06";"0304020176";"06";"3";"0000";"201809"
"0304030180";"06";"0304020184";"06";"3";"0000";"201809"
"0304030180";"06";"0304020192";"06";"3";"0000";"201809"
"0304030180";"06";"0304020206";"06";"3";"0000";"201809"
"0304030180";"06";"0304020214";"06";"3";"0000";"201809"
"0304030180";"06";"0304020222";"06";"3";"0000";"201809"
"0304030180";"06";"0304020230";"06";"3";"0000";"201809"
"0304030180";"06";"0304020249";"06";"3";"0000";"201809"
"0304030180";"06";"0304020257";"06";"3";"0000";"201809"
"0304030180";"06";"0304020265";"06";"3";"0000";"201809"
"0304030180";"06";"0304020273";"06";"3";"0000";"201809"
"0304030180";"06";"0304020281";"06";"3";"0000";"201809"
"0304030180";"06";"0304020290";"06";"3";"0000";"201809"
"0304030180";"06";"0304020303";"06";"3";"0000";"201809"
"0304030180";"06";"0304020320";"06";"3";"0000";"201809"
"0304030180";"06";"0304020338";"06";"3";"0000";"201809"
"0304030180";"06";"0304020346";"06";"3";"0000";"201809"
"0304030180";"06";"0304020362";"06";"3";"0000";"201809"
"0304030180";"06";"0304020370";"06";"3";"0000";"201809"
"0304030180";"06";"0304020389";"06";"3";"0000";"201809"
"0304030180";"06";"0304020397";"06";"3";"0000";"201809"
"0304030180";"06";"0304020400";"06";"3";"0000";"201809"
"0304030180";"06";"0304020419";"06";"3";"0000";"201809"
"0304030180";"06";"0304020427";"06";"3";"0000";"201809"
"0304030180";"06";"0304040010";"06";"3";"0000";"201809"
"0304030180";"06";"0304040029";"06";"3";"0000";"201809"
"0304030180";"06";"0304040045";"06";"3";"0000";"201809"
"0304030180";"06";"0304040053";"06";"3";"0000";"201809"
"0304030180";"06";"0304040061";"06";"3";"0000";"201809"
"0304030180";"06";"0304040070";"06";"3";"0000";"201809"
"0304030180";"06";"0304040088";"06";"3";"0000";"201809"
"0304030180";"06";"0304040096";"06";"3";"0000";"201809"
"0304030180";"06";"0304040100";"06";"3";"0000";"201809"
"0304030180";"06";"0304040118";"06";"3";"0000";"201809"
"0304030180";"06";"0304040126";"06";"3";"0000";"201809"
"0304030180";"06";"0304040134";"06";"3";"0000";"201809"
"0304030180";"06";"0304040142";"06";"3";"0000";"201809"
"0304030180";"06";"0304040150";"06";"3";"0000";"201809"
"0304030180";"06";"0304040169";"06";"3";"0000";"201809"
"0304030180";"06";"0304040177";"06";"3";"0000";"201809"
"0304030180";"06";"0304040185";"06";"3";"0000";"201809"
"0304030180";"06";"0304050024";"06";"3";"0000";"201809"
"0304030180";"06";"0304050032";"06";"3";"0000";"201809"
"0304030180";"06";"0304050040";"06";"3";"0000";"201809"
"0304030180";"06";"0304050067";"06";"3";"0000";"201809"
"0304030180";"06";"0304050075";"06";"3";"0000";"201809"
"0304030180";"06";"0304050113";"06";"3";"0000";"201809"
"0304030180";"06";"0304050121";"06";"3";"0000";"201809"
"0304030180";"06";"0304050130";"06";"3";"0000";"201809"
"0304030180";"06";"0304050172";"06";"3";"0000";"201809"
"0304030180";"06";"0304050180";"06";"3";"0000";"201809"
"0304030180";"06";"0304050202";"06";"3";"0000";"201809"
"0304030180";"06";"0304050210";"06";"3";"0000";"201809"
"0304030180";"06";"0304050229";"06";"3";"0000";"201809"
"0304030180";"06";"0304050253";"06";"3";"0000";"201809"
"0304030180";"06";"0304050261";"06";"3";"0000";"201809"
"0304030180";"06";"0304050270";"06";"3";"0000";"201809"
"0304030180";"06";"0304050288";"06";"3";"0000";"201809"
"0304030180";"06";"0304050296";"06";"3";"0000";"201809"
"0304030180";"06";"0304050300";"06";"3";"0000";"201809"
"0304030180";"06";"0304050318";"06";"3";"0000";"201809"
"0304030180";"06";"0304060151";"06";"3";"0000";"201809"
"0304030180";"06";"0304060160";"06";"3";"0000";"201809"
"0304030180";"06";"0304060178";"06";"3";"0000";"201809"
"0304030180";"06";"0304060186";"06";"3";"0000";"201809"
"0304030180";"06";"0304060208";"06";"3";"0000";"201809"
"0304030180";"06";"0304060216";"06";"3";"0000";"201809"
"0304030180";"06";"0304080055";"07";"1";"0001";"201809"
"0304030180";"06";"0304080071";"07";"1";"0001";"201809"
"0304030198";"06";"0304080055";"07";"1";"0001";"201809"
"0304030198";"06";"0304080071";"07";"1";"0001";"201809"
"0304030201";"06";"0304080055";"07";"1";"0001";"201809"
"0304030210";"06";"0304080055";"07";"1";"0001";"201809"
"0304030228";"06";"0304020010";"06";"3";"0000";"201809"
"0304030228";"06";"0304020028";"06";"3";"0000";"201809"
"0304030228";"06";"0304020036";"06";"3";"0000";"201809"
"0304030228";"06";"0304020044";"06";"3";"0000";"201809"
"0304030228";"06";"0304020052";"06";"3";"0000";"201809"
"0304030228";"06";"0304020079";"06";"3";"0000";"201809"
"0304030228";"06";"0304020087";"06";"3";"0000";"201809"
"0304030228";"06";"0304020095";"06";"3";"0000";"201809"
"0304030228";"06";"0304020109";"06";"3";"0000";"201809"
"0304030228";"06";"0304020117";"06";"3";"0000";"201809"
"0304030228";"06";"0304020125";"06";"3";"0000";"201809"
"0304030228";"06";"0304020133";"06";"3";"0000";"201809"
"0304030228";"06";"0304020141";"06";"3";"0000";"201809"
"0304030228";"06";"0304020150";"06";"3";"0000";"201809"
"0304030228";"06";"0304020168";"06";"3";"0000";"201809"
"0304030228";"06";"0304020176";"06";"3";"0000";"201809"
"0304030228";"06";"0304020184";"06";"3";"0000";"201809"
"0304030228";"06";"0304020192";"06";"3";"0000";"201809"
"0304030228";"06";"0304020206";"06";"3";"0000";"201809"
"0304030228";"06";"0304020214";"06";"3";"0000";"201809"
"0304030228";"06";"0304020222";"06";"3";"0000";"201809"
"0304030228";"06";"0304020230";"06";"3";"0000";"201809"
"0304030228";"06";"0304020249";"06";"3";"0000";"201809"
"0304030228";"06";"0304020257";"06";"3";"0000";"201809"
"0304030228";"06";"0304020265";"06";"3";"0000";"201809"
"0304030228";"06";"0304020273";"06";"3";"0000";"201809"
"0304030228";"06";"0304020281";"06";"3";"0000";"201809"
"0304030228";"06";"0304020290";"06";"3";"0000";"201809"
"0304030228";"06";"0304020303";"06";"3";"0000";"201809"
"0304030228";"06";"0304020320";"06";"3";"0000";"201809"
"0304030228";"06";"0304020338";"06";"3";"0000";"201809"
"0304030228";"06";"0304020346";"06";"3";"0000";"201809"
"0304030228";"06";"0304020362";"06";"3";"0000";"201809"
"0304030228";"06";"0304020370";"06";"3";"0000";"201809"
"0304030228";"06";"0304020389";"06";"3";"0000";"201809"
"0304030228";"06";"0304020397";"06";"3";"0000";"201809"
"0304030228";"06";"0304020400";"06";"3";"0000";"201809"
"0304030228";"06";"0304020419";"06";"3";"0000";"201809"
"0304030228";"06";"0304020427";"06";"3";"0000";"201809"
"0304030228";"06";"0304040010";"06";"3";"0000";"201809"
"0304030228";"06";"0304040029";"06";"3";"0000";"201809"
"0304030228";"06";"0304040045";"06";"3";"0000";"201809"
"0304030228";"06";"0304040053";"06";"3";"0000";"201809"
"0304030228";"06";"0304040061";"06";"3";"0000";"201809"
"0304030228";"06";"0304040070";"06";"3";"0000";"201809"
"0304030228";"06";"0304040088";"06";"3";"0000";"201809"
"0304030228";"06";"0304040096";"06";"3";"0000";"201809"
"0304030228";"06";"0304040100";"06";"3";"0000";"201809"
"0304030228";"06";"0304040118";"06";"3";"0000";"201809"
"0304030228";"06";"0304040126";"06";"3";"0000";"201809"
"0304030228";"06";"0304040134";"06";"3";"0000";"201809"
"0304030228";"06";"0304040142";"06";"3";"0000";"201809"
"0304030228";"06";"0304040150";"06";"3";"0000";"201809"
"0304030228";"06";"0304040169";"06";"3";"0000";"201809"
"0304030228";"06";"0304040177";"06";"3";"0000";"201809"
"0304030228";"06";"0304040185";"06";"3";"0000";"201809"
"0304030228";"06";"0304050016";"06";"3";"0000";"201809"
"0304030228";"06";"0304050024";"06";"3";"0000";"201809"
"0304030228";"06";"0304050032";"06";"3";"0000";"201809"
"0304030228";"06";"0304050040";"06";"3";"0000";"201809"
"0304030228";"06";"0304050067";"06";"3";"0000";"201809"
"0304030228";"06";"0304050075";"06";"3";"0000";"201809"
"0304030228";"06";"0304050113";"06";"3";"0000";"201809"
"0304030228";"06";"0304050121";"06";"3";"0000";"201809"
"0304030228";"06";"0304050130";"06";"3";"0000";"201809"
"0304030228";"06";"0304050172";"06";"3";"0000";"201809"
"0304030228";"06";"0304050180";"06";"3";"0000";"201809"
"0304030228";"06";"0304050202";"06";"3";"0000";"201809"
"0304030228";"06";"0304050210";"06";"3";"0000";"201809"
"0304030228";"06";"0304050229";"06";"3";"0000";"201809"
"0304030228";"06";"0304050253";"06";"3";"0000";"201809"
"0304030228";"06";"0304050261";"06";"3";"0000";"201809"
"0304030228";"06";"0304050270";"06";"3";"0000";"201809"
"0304030228";"06";"0304050288";"06";"3";"0000";"201809"
"0304030228";"06";"0304050296";"06";"3";"0000";"201809"
"0304030228";"06";"0304050300";"06";"3";"0000";"201809"
"0304030228";"06";"0304050318";"06";"3";"0000";"201809"
"0304030228";"06";"0304060151";"06";"3";"0000";"201809"
"0304030228";"06";"0304060160";"06";"3";"0000";"201809"
"0304030228";"06";"0304060178";"06";"3";"0000";"201809"
"0304030228";"06";"0304060186";"06";"3";"0000";"201809"
"0304030228";"06";"0304060208";"06";"3";"0000";"201809"
"0304030228";"06";"0304060216";"06";"3";"0000";"201809"
"0304030236";"06";"0304020010";"06";"3";"0000";"201809"
"0304030236";"06";"0304020028";"06";"3";"0000";"201809"
"0304030236";"06";"0304020036";"06";"3";"0000";"201809"
"0304030236";"06";"0304020044";"06";"3";"0000";"201809"
"0304030236";"06";"0304020052";"06";"3";"0000";"201809"
"0304030236";"06";"0304020060";"06";"3";"0000";"201809"
"0304030236";"06";"0304020079";"06";"3";"0000";"201809"
"0304030236";"06";"0304020087";"06";"3";"0000";"201809"
"0304030236";"06";"0304020095";"06";"3";"0000";"201809"
"0304030236";"06";"0304020109";"06";"3";"0000";"201809"
"0304030236";"06";"0304020117";"06";"3";"0000";"201809"
"0304030236";"06";"0304020125";"06";"3";"0000";"201809"
"0304030236";"06";"0304020133";"06";"3";"0000";"201809"
"0304030236";"06";"0304020141";"06";"3";"0000";"201809"
"0304030236";"06";"0304020150";"06";"3";"0000";"201809"
"0304030236";"06";"0304020168";"06";"3";"0000";"201809"
"0304030236";"06";"0304020176";"06";"3";"0000";"201809"
"0304030236";"06";"0304020184";"06";"3";"0000";"201809"
"0304030236";"06";"0304020192";"06";"3";"0000";"201809"
"0304030236";"06";"0304020206";"06";"3";"0000";"201809"
"0304030236";"06";"0304020214";"06";"3";"0000";"201809"
"0304030236";"06";"0304020222";"06";"3";"0000";"201809"
"0304030236";"06";"0304020230";"06";"3";"0000";"201809"
"0304030236";"06";"0304020249";"06";"3";"0000";"201809"
"0304030236";"06";"0304020257";"06";"3";"0000";"201809"
"0304030236";"06";"0304020265";"06";"3";"0000";"201809"
"0304030236";"06";"0304020273";"06";"3";"0000";"201809"
"0304030236";"06";"0304020281";"06";"3";"0000";"201809"
"0304030236";"06";"0304020290";"06";"3";"0000";"201809"
"0304030236";"06";"0304020303";"06";"3";"0000";"201809"
"0304030236";"06";"0304020311";"06";"3";"0000";"201809"
"0304030236";"06";"0304020320";"06";"3";"0000";"201809"
"0304030236";"06";"0304020338";"06";"3";"0000";"201809"
"0304030236";"06";"0304020346";"06";"3";"0000";"201809"
"0304030236";"06";"0304020362";"06";"3";"0000";"201809"
"0304030236";"06";"0304020370";"06";"3";"0000";"201809"
"0304030236";"06";"0304020389";"06";"3";"0000";"201809"
"0304030236";"06";"0304020397";"06";"3";"0000";"201809"
"0304030236";"06";"0304020400";"06";"3";"0000";"201809"
"0304030236";"06";"0304040010";"06";"3";"0000";"201809"
"0304030236";"06";"0304040029";"06";"3";"0000";"201809"
"0304030236";"06";"0304040045";"06";"3";"0000";"201809"
"0304030236";"06";"0304040053";"06";"3";"0000";"201809"
"0304030236";"06";"0304040061";"06";"3";"0000";"201809"
"0304030236";"06";"0304040070";"06";"3";"0000";"201809"
"0304030236";"06";"0304040088";"06";"3";"0000";"201809"
"0304030236";"06";"0304040096";"06";"3";"0000";"201809"
"0304030236";"06";"0304040100";"06";"3";"0000";"201809"
"0304030236";"06";"0304040118";"06";"3";"0000";"201809"
"0304030236";"06";"0304040126";"06";"3";"0000";"201809"
"0304030236";"06";"0304040134";"06";"3";"0000";"201809"
"0304030236";"06";"0304040142";"06";"3";"0000";"201809"
"0304030236";"06";"0304040150";"06";"3";"0000";"201809"
"0304030236";"06";"0304040169";"06";"3";"0000";"201809"
"0304030236";"06";"0304040177";"06";"3";"0000";"201809"
"0304030236";"06";"0304050016";"06";"3";"0000";"201809"
"0304030236";"06";"0304050024";"06";"3";"0000";"201809"
"0304030236";"06";"0304050032";"06";"3";"0000";"201809"
"0304030236";"06";"0304050040";"06";"3";"0000";"201809"
"0304030236";"06";"0304050067";"06";"3";"0000";"201809"
"0304030236";"06";"0304050075";"06";"3";"0000";"201809"
"0304030236";"06";"0304050113";"06";"3";"0000";"201809"
"0304030236";"06";"0304050121";"06";"3";"0000";"201809"
"0304030236";"06";"0304050130";"06";"3";"0000";"201809"
"0304030236";"06";"0304050172";"06";"3";"0000";"201809"
"0304030236";"06";"0304050180";"06";"3";"0000";"201809"
"0304030236";"06";"0304050202";"06";"3";"0000";"201809"
"0304030236";"06";"0304050210";"06";"3";"0000";"201809"
"0304030236";"06";"0304050229";"06";"3";"0000";"201809"
"0304030236";"06";"0304050253";"06";"3";"0000";"201809"
"0304030236";"06";"0304050326";"06";"3";"0000";"201809"
"0304030236";"06";"0304050334";"06";"3";"0000";"201809"
"0304030236";"06";"0304060151";"06";"3";"0000";"201809"
"0304030236";"06";"0304060160";"06";"3";"0000";"201809"
"0304030236";"06";"0304060178";"06";"3";"0000";"201809"
"0304030236";"06";"0304060186";"06";"3";"0000";"201809"
"0304030236";"06";"0304060208";"06";"3";"0000";"201809"
"0304030236";"06";"0304060216";"06";"3";"0000";"201809"
"0304040185";"06";"0304040029";"06";"2";"0000";"201809"
"0304040193";"06";"0304020010";"06";"3";"0000";"201809"
"0304040193";"06";"0304020028";"06";"3";"0000";"201809"
"0304040193";"06";"0304020044";"06";"3";"0000";"201809"
"0304040193";"06";"0304020052";"06";"3";"0000";"201809"
"0304040193";"06";"0304020095";"06";"3";"0000";"201809"
"0304040193";"06";"0304020109";"06";"3";"0000";"201809"
"0304040193";"06";"0304020117";"06";"3";"0000";"201809"
"0304040193";"06";"0304020125";"06";"3";"0000";"201809"
"0304040193";"06";"0304020150";"06";"3";"0000";"201809"
"0304040193";"06";"0304020168";"06";"3";"0000";"201809"
"0304040193";"06";"0304020176";"06";"3";"0000";"201809"
"0304040193";"06";"0304020184";"06";"3";"0000";"201809"
"0304040193";"06";"0304020192";"06";"3";"0000";"201809"
"0304040193";"06";"0304020206";"06";"3";"0000";"201809"
"0304040193";"06";"0304020214";"06";"3";"0000";"201809"
"0304040193";"06";"0304020222";"06";"3";"0000";"201809"
"0304040193";"06";"0304020230";"06";"3";"0000";"201809"
"0304040193";"06";"0304020249";"06";"3";"0000";"201809"
"0304040193";"06";"0304020257";"06";"3";"0000";"201809"
"0304040193";"06";"0304020265";"06";"3";"0000";"201809"
"0304040193";"06";"0304020273";"06";"3";"0000";"201809"
"0304040193";"06";"0304020281";"06";"3";"0000";"201809"
"0304040193";"06";"0304020290";"06";"3";"0000";"201809"
"0304040193";"06";"0304020303";"06";"3";"0000";"201809"
"0304040193";"06";"0304020311";"06";"3";"0000";"201809"
"0304040193";"06";"0304020320";"06";"3";"0000";"201809"
"0304040193";"06";"0304020362";"06";"3";"0000";"201809"
"0304040193";"06";"0304020389";"06";"3";"0000";"201809"
"0304040193";"06";"0304020397";"06";"3";"0000";"201809"
"0304040193";"06";"0304020400";"06";"3";"0000";"201809"
"0304040193";"06";"0304030015";"06";"3";"0000";"201809"
"0304040193";"06";"0304030023";"06";"3";"0000";"201809"
"0304040193";"06";"0304030031";"06";"3";"0000";"201809"
"0304040193";"06";"0304030040";"06";"3";"0000";"201809"
"0304040193";"06";"0304030058";"06";"3";"0000";"201809"
"0304040193";"06";"0304030066";"06";"3";"0000";"201809"
"0304040193";"06";"0304030074";"06";"3";"0000";"201809"
"0304040193";"06";"0304030082";"06";"3";"0000";"201809"
"0304040193";"06";"0304030090";"06";"3";"0000";"201809"
"0304040193";"06";"0304030104";"06";"3";"0000";"201809"
"0304040193";"06";"0304030112";"06";"3";"0000";"201809"
"0304040193";"06";"0304030120";"06";"3";"0000";"201809"
"0304040193";"06";"0304030139";"06";"3";"0000";"201809"
"0304040193";"06";"0304030147";"06";"3";"0000";"201809"
"0304040193";"06";"0304030155";"06";"3";"0000";"201809"
"0304040193";"06";"0304030163";"06";"3";"0000";"201809"
"0304040193";"06";"0304030171";"06";"3";"0000";"201809"
"0304040193";"06";"0304030180";"06";"3";"0000";"201809"
"0304040193";"06";"0304030198";"06";"3";"0000";"201809"
"0304040193";"06";"0304030201";"06";"3";"0000";"201809"
"0304040193";"06";"0304030210";"06";"3";"0000";"201809"
"0304040193";"06";"0304030228";"06";"3";"0000";"201809"
"0304040193";"06";"0304030236";"06";"3";"0000";"201809"
"0304040193";"06";"0304030244";"06";"3";"0000";"201809"
"0304040193";"06";"0304040010";"06";"3";"0000";"201809"
"0304040193";"06";"0304040045";"06";"3";"0000";"201809"
"0304040193";"06";"0304040053";"06";"3";"0000";"201809"
"0304040193";"06";"0304040061";"06";"3";"0000";"201809"
"0304040193";"06";"0304040070";"06";"3";"0000";"201809"
"0304040193";"06";"0304040088";"06";"3";"0000";"201809"
"0304040193";"06";"0304040096";"06";"3";"0000";"201809"
"0304040193";"06";"0304040100";"06";"3";"0000";"201809"
"0304040193";"06";"0304040118";"06";"3";"0000";"201809"
"0304040193";"06";"0304040126";"06";"3";"0000";"201809"
"0304040193";"06";"0304040134";"06";"3";"0000";"201809"
"0304040193";"06";"0304040142";"06";"3";"0000";"201809"
"0304040193";"06";"0304040150";"06";"3";"0000";"201809"
"0304040193";"06";"0304040169";"06";"3";"0000";"201809"
"0304040193";"06";"0304040177";"06";"3";"0000";"201809"
"0304040193";"06";"0304050016";"06";"3";"0000";"201809"
"0304040193";"06";"0304050024";"06";"3";"0000";"201809"
"0304040193";"06";"0304050032";"06";"3";"0000";"201809"
"0304040193";"06";"0304050172";"06";"3";"0000";"201809"
"0304040193";"06";"0304050180";"06";"3";"0000";"201809"
"0304040193";"06";"0304050202";"06";"3";"0000";"201809"
"0304040193";"06";"0304050210";"06";"3";"0000";"201809"
"0304040193";"06";"0304050229";"06";"3";"0000";"201809"
"0304040193";"06";"0304050253";"06";"3";"0000";"201809"
"0304040193";"06";"0304050326";"06";"3";"0000";"201809"
"0304040193";"06";"0304050334";"06";"3";"0000";"201809"
"0304040193";"06";"0304060011";"06";"3";"0000";"201809"
"0304040193";"06";"0304060038";"06";"3";"0000";"201809"
"0304040193";"06";"0304060046";"06";"3";"0000";"201809"
"0304040193";"06";"0304060070";"06";"3";"0000";"201809"
"0304040193";"06";"0304060089";"06";"3";"0000";"201809"
"0304040193";"06";"0304060097";"06";"3";"0000";"201809"
"0304040193";"06";"0304060100";"06";"3";"0000";"201809"
"0304040193";"06";"0304060119";"06";"3";"0000";"201809"
"0304040193";"06";"0304060127";"06";"3";"0000";"201809"
"0304040193";"06";"0304060135";"06";"3";"0000";"201809"
"0304040193";"06";"0304060151";"06";"3";"0000";"201809"
"0304040193";"06";"0304060160";"06";"3";"0000";"201809"
"0304040193";"06";"0304060178";"06";"3";"0000";"201809"
"0304040193";"06";"0304060186";"06";"3";"0000";"201809"
"0304040193";"06";"0304060224";"06";"3";"0000";"201809"
"0304040193";"06";"0304060232";"06";"3";"0000";"201809"
"0304040193";"06";"0304060240";"06";"3";"0000";"201809"
"0304040207";"06";"0304020010";"06";"3";"0000";"201809"
"0304040207";"06";"0304020028";"06";"3";"0000";"201809"
"0304040207";"06";"0304020044";"06";"3";"0000";"201809"
"0304040207";"06";"0304020052";"06";"3";"0000";"201809"
"0304040207";"06";"0304020095";"06";"3";"0000";"201809"
"0304040207";"06";"0304020109";"06";"3";"0000";"201809"
"0304040207";"06";"0304020117";"06";"3";"0000";"201809"
"0304040207";"06";"0304020125";"06";"3";"0000";"201809"
"0304040207";"06";"0304020133";"06";"3";"0000";"201809"
"0304040207";"06";"0304020141";"06";"3";"0000";"201809"
"0304040207";"06";"0304020150";"06";"3";"0000";"201809"
"0304040207";"06";"0304020168";"06";"3";"0000";"201809"
"0304040207";"06";"0304020176";"06";"3";"0000";"201809"
"0304040207";"06";"0304020192";"06";"3";"0000";"201809"
"0304040207";"06";"0304020206";"06";"3";"0000";"201809"
"0304040207";"06";"0304020214";"06";"3";"0000";"201809"
"0304040207";"06";"0304020222";"06";"3";"0000";"201809"
"0304040207";"06";"0304020230";"06";"3";"0000";"201809"
"0304040207";"06";"0304020249";"06";"3";"0000";"201809"
"0304040207";"06";"0304020257";"06";"3";"0000";"201809"
"0304040207";"06";"0304020265";"06";"3";"0000";"201809"
"0304040207";"06";"0304020290";"06";"3";"0000";"201809"
"0304040207";"06";"0304020303";"06";"3";"0000";"201809"
"0304040207";"06";"0304020311";"06";"3";"0000";"201809"
"0304040207";"06";"0304020320";"06";"3";"0000";"201809"
"0304040207";"06";"0304020362";"06";"3";"0000";"201809"
"0304040207";"06";"0304020370";"06";"3";"0000";"201809"
"0304040207";"06";"0304020389";"06";"3";"0000";"201809"
"0304040207";"06";"0304020397";"06";"3";"0000";"201809"
"0304040207";"06";"0304020400";"06";"3";"0000";"201809"
"0304040207";"06";"0304020419";"06";"3";"0000";"201809"
"0304040207";"06";"0304020427";"06";"3";"0000";"201809"
"0304040207";"06";"0304030015";"06";"3";"0000";"201809"
