"co_grupo";"no_grupo";"co_sub_grupo";"no_sub_grupo";"co_forma_organizacao";"no_forma_organizacao";"co_procedimento";"no_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia";"dt_competencia"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010056";"ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO                                                                                                                                                                                                               ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010064";"ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA                                                                                                                                                                                                                ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010072";"CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA                                                                                                                                                                                              ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010145";"INSPEÇÃO SANITÁRIA DE HOSPITAIS                                                                                                                                                                                                                           ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010153";"INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS TÉCNICAS                                                                                                                                                                                                    ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010161";"EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA COM ATIVIDADES ENCERRADAS.                                                                                                                                                       ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010170";"INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA                                                                                                                                                                                             ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010188";"LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA                                                                                                                                                                                        ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010196";"APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA                                                                                                                                                                                                              ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010200";"INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS POR ALIMENTOS                                                                                                                                                                                              ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010218";"INVESTIGAÇÃO DE SURTOS DE INFECÇÃO EM SERVIÇOS DE SAÚDE                                                                                                                                                                                                   ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010226";"ATIVIDADE EDUCATIVA PARA A POPULAÇÃO                                                                                                                                                                                                                      ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010234";"RECEBIMENTO DE DENÚNCIAS/RECLAMAÇÕES                                                                                                                                                                                                                      ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010242";"ATENDIMENTO À DENÚNCIAS/RECLAMAÇÕES                                                                                                                                                                                                                       ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010250";"CADASTRO DE HOSPITAIS                                                                                                                                                                                                                                     ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010269";"LICENCIAMENTO SANITÁRIO DE HOSPITAIS                                                                                                                                                                                                                      ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010277";"CADASTRO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS                                                                                                                                                                                                 ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010285";"INSPEÇÃO SANITÁRIA DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS                                                                                                                                                                                       ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010293";"LICENCIAMENTO SANITÁRIO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS                                                                                                                                                                                  ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010307";"CADASTRO DE INDÚSTRIAS DE MEDICAMENTOS                                                                                                                                                                                                                    ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010315";"INSPEÇÃO SANITÁRIA DE INDÚSTRIA DE MEDICAMENTOS                                                                                                                                                                                                           ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010323";"LICENCIAMENTO SANITÁRIO DE INDÚSTRIAS DE MEDICAMENTOS                                                                                                                                                                                                     ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010331";"CADASTRO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA                                                                                                                                                                        ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010340";"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA.                                                                                                                                                             ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010358";"LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA                                                                                                                                                         ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010366";"CADASTRO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA                                                                                                                                                                                         ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010374";"INSPEÇÃO SANITÁRIA DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA                                                                                                                                                                               ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010382";"LICENCIAMENTO SANITÁRIO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA                                                                                                                                                                          ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010390";"CADASTRO DE SERVIÇOS DE HEMOTERAPIA                                                                                                                                                                                                                       ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010404";"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE HEMOTERAPIA                                                                                                                                                                                                             ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010412";"LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE HEMOTERAPIA                                                                                                                                                                                                        ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010420";"CADASTRO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA                                                                                                                                                                                                        ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
"01";"Ações de promoção e prevenção em saúde                                                              ";"02";"Vigilância em saúde                                                                                 ";"01";"Vigilancia sanitária                                                                                ";"0102010439";"INSPEÇÃO SANITÁRIA DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA                                                                                                                                                                                              ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000000";"0000000000";"9999";"201904"
